(suap) imac-ifrn-misael:suap misaelbarreto$ python manage.py curso_campus_definir_fec;;;;;;;
;;;;;;;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ;;;;;;;
Curso Campus - Planilha para Definir FEC (Fator de Esforço do Curso) Em Lote;;;;;;;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ;;;;;;;
Início do processamento: 07/03/2017 - 16:01:42;;;;;;;
;;;;;;;

Id;Descrição;Modalidade;Natureza;Ano Letivo;Período Letivo;FEC;Ativo

{{BEGIN}}
343;Técnico de Nível Médio em Informática para Internet, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.25;SIM
721;Técnico de Nível Médio em Informática para Internet, na Forma Integrado (2014) - Campus Zona Norte;Técnico Integrado;Presencial;2014;1;1.25;SIM
861;Técnico de Nível Médio em Informática para Internet, na Forma Subsequente [2015] - EaD;Técnico Subsequente;EaD;2015;1;1.25;SIM
357;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Caicó;Técnico Integrado;Presencial;2012;1;1.25;SIM
353;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Ipanguaçu;Técnico Integrado;Presencial;2012;1;1.25;SIM
352;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus João Câmara;Técnico Integrado;Presencial;2012;1;1.25;SIM
354;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Mossoró;Técnico Integrado;Presencial;2012;1;1.25;SIM
658;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.25;SIM
361;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Nova Cruz;Técnico Integrado;Presencial;2012;1;1.25;SIM
849;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Parelhas;Técnico Integrado;Presencial;2012;1;1.25;SIM
356;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Pau dos Ferros;Técnico Integrado;Presencial;2012;1;1.25;SIM
358;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus Santa Cruz;Técnico Integrado;Presencial;2012;1;1.25;SIM
350;Técnico de Nível Médio em Informática, na Forma Integrado (2012) - Campus São Gonçalo do Amarante;Técnico Integrado;Presencial;2012;1;1.25;SIM
477;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus Caicó;Técnico Subsequente;Presencial;2012;1;1.25;SIM
567;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus João Câmara;Técnico Subsequente;Presencial;2012;1;1.25;SIM
405;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus Mossoró;Técnico Subsequente;Presencial;2012;1;1.25;SIM
416;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus Nova Cruz;Técnico Subsequente;Presencial;2012;1;1.25;SIM
396;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus Parnamirim;Técnico Subsequente;Presencial;2012;1;1.25;SIM
417;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus Pau dos Ferros;Técnico Subsequente;Presencial;2012;1;1.25;SIM
397;Técnico de Nível Médio em Informática, na Forma Subsequente [2012] - Campus Santa Cruz;Técnico Subsequente;Presencial;2012;1;1.25;SIM
939;Técnico de Nível Médio em Informática, na Forma Subsequente [2014] - Campus Lajes;Técnico Subsequente;Presencial;2012;1;1.25;SIM
564;Técnico de Nível Médio em Infraestrutura Escolar, na Forma Subsequente [Profuncionario 2013] - Campus EaD (ETEC);Técnico Subsequente;EaD;2013;1;1.00;SIM
900;Técnico de Nível Médio em Lazer na forma Integrada [2015] - Campus Cidade Alta;Técnico Integrado;Presencial;2015;2;1.10;SIM
508;Técnico de Nível Médio em Logística, na Forma Integrado (2012) - Campus São Gonçalo do Amarante;Técnico Integrado;Presencial;2012;1;1.02;SIM
399;Técnico de Nível Médio em Logística, na Forma Subsequente [2012] - Campus São Gonçalo do Amarante;Técnico Subsequente;Presencial;2015;1;1.02;SIM
466;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrada, na Modalidade EJA (2012) - Campus Currais Novos;Técnico Integrado EJA;Presencial;2012;1;1.25;SIM
387;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrada, na modalidade EJA (2012) - Campus Ipanguaçu;Técnico Integrado EJA;Presencial;2012;1;1.25;SIM
388;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrada, na modalidade EJA (2012) - Campus Santa Cruz;Técnico Integrado EJA;Presencial;2012;1;1.25;SIM
661;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrado (2012) - Campus Currais Novos;Técnico Integrado;Presencial;2012;1;1.25;SIM
660;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrado (2012) - Campus Ipanguaçu;Técnico Integrado;Presencial;2012;1;1.00;NAO
372;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrado (2012) - Campus Natal -Central;Técnico Integrado;Presencial;2012;1;1.25;SIM
659;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrado (2012) - Campus Natal-Zona Norte;Técnico Integrado;Presencial;2012;1;1.00;NAO
662;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Integrado (2012) - Campus Santa Cruz;Técnico Integrado;Presencial;2012;1;1.25;SIM
935;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Subsequente [2012] - Campus Ipanguaçu;Técnico Subsequente;Presencial;2012;1;1.25;SIM
571;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Subsequente [2012] - Campus Santa Cruz;Técnico Subsequente;Presencial;2012;1;1.25;SIM
415;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Subsequente [2012] - Campus Zona Norte;Técnico Subsequente;Presencial;2012;1;1.25;SIM
911;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Subsequente [2014] - Campus Apodi;Técnico Subsequente;Presencial;2015;2;1.25;SIM
775;Técnico de Nível Médio em Manutenção e Suporte em Informática, na Forma Subsequente [2014] - Campus Ceará-Mirim;Técnico Subsequente;Presencial;2014;1;1.25;SIM
483;Técnico de Nível Médio em Manutenção e Suporte em Informática, na forma Subsequente (2012) - Campus Parnamirim;Técnico Subsequente;Presencial;2012;1;1.00;NAO
376;Técnico de Nível Médio em Mecatrônica, na Forma Integrado (2012) - Campus  Parnamirim;Técnico Integrado;Presencial;2012;1;1.27;SIM
776;Técnico de Nível Médio em Mecatrônica, na Forma Subsequente [2014] - Campus  Parnamirim;Técnico Subsequente;Presencial;2014;1;1.27;SIM
374;Técnico de Nível Médio em Mecânica, na Forma Integrado (2012) - Campus Mossoró;Técnico Integrado;Presencial;2012;1;1.27;SIM
373;Técnico de Nível Médio em Mecânica, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.27;SIM
375;Técnico de Nível Médio em Mecânica, na Forma Integrado (2012) - Campus Santa Cruz;Técnico Integrado;Presencial;2012;1;1.27;SIM
929;Técnico de Nível Médio em Mecânica, na Forma Subsequente [2012] - Campus Canguaretama;Técnico Subsequente;Presencial;2012;1;1.27;SIM
478;Técnico de Nível Médio em Mecânica, na Forma Subsequente [2012] - Campus Mossoró;Técnico Subsequente;Presencial;2012;1;1.27;SIM
407;Técnico de Nível Médio em Mecânica, na Forma Subsequente [2012] - Campus Natal -Central;Técnico Subsequente;Presencial;2012;1;1.27;SIM
377;Técnico de Nível Médio em Meio Ambiente, na Forma Integrado (2012) - Campus Ipanguaçu;Técnico Integrado;Presencial;2012;1;1.08;SIM
723;Técnico de Nível Médio em Meio Ambiente, na Forma Integrado (2014) - Campus São Paulo do Potengi;Técnico Integrado;Presencial;2014;1;1.08;SIM
403;Técnico de Nível Médio em Meio Ambiente, na Forma Subsequente [2012] - Campus Ipanguaçu;Técnico Subsequente;Presencial;2012;1;1.08;SIM
378;Técnico de Nível Médio em Mineração, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.20;SIM
868;Técnico de Nível Médio em Mineração, na Forma Integrado (2012) - Campus Parelhas;Técnico Integrado;Presencial;2015;1;1.20;SIM
481;Técnico de Nível Médio em Mineração, na Forma Subsequente [2012] - Campus Natal Central;Técnico Subsequente;Presencial;2012;1;1.20;SIM
883;Técnico de Nível Médio em Mineração, na Forma Subsequente [2012] - Campus Parelhas;Técnico Subsequente;Presencial;2012;1;1.20;SIM
565;Técnico de Nível Médio em Multimeios Didáticos, na Forma Subsequente [Profuncionario 2013] - Campus EaD (ETEC);Técnico Subsequente;EaD;2013;1;1.00;SIM
724;Técnico de Nível Médio em Multimídia, na Forma Integrado (2014) - Campus Cidade Alta;Técnico Integrado;Presencial;2014;1;1.00;SIM
479;Técnico de Nível Médio em Petróleo e Gás na Forma Subsequente [2012] - Campus Mossoró;Técnico Subsequente;Presencial;2012;1;1.27;SIM
408;Técnico de Nível Médio em Petróleo e Gás, na Forma Subsequente [2012] - Campus Central;Técnico Subsequente;Presencial;2012;1;1.27;SIM
855;Técnico de Nível Médio em Programação de Jogos Digitais, na Forma Integrado (2015) - Câmpus Ceará-Mirim;Técnico Integrado;Presencial;2015;1;1.25;SIM
381;Técnico de Nível Médio em Química, na Forma Integrado (2012) - Campus Macau;Técnico Integrado;Presencial;2012;1;1.27;SIM
382;Técnico de Nível Médio em Química, na Forma Integrado (2012) - Campus Nova Cruz;Técnico Integrado;Presencial;2012;1;1.27;SIM
879;Técnico de Nível Médio em Química, na Forma Subsequente (2015) - Campus Apodi;Técnico Subsequente;Presencial;2015;2;1.27;SIM
472;Técnico de Nível Médio em Química, na Forma Subsequente [2012] - Campus Macau;Técnico Subsequente;Presencial;2012;1;1.27;SIM
460;Técnico de Nível Médio em Química, na Forma Subsequente [2012] - Campus Nova Cruz;Técnico Subsequente;Presencial;2012;1;1.27;SIM
391;Técnico de Nível Médio em Recursos Pesqueiros Integrado, na Forma Integrada, na Modalidade EJA (2012) - Campus Macau;Técnico Integrado EJA;Presencial;2012;1;1.20;SIM
379;Técnico de Nível Médio em Recursos Pesqueiros, na Forma Integrado (2012) - Campus Macau;Técnico Integrado;Presencial;2012;1;1.20;SIM
473;Técnico de Nível Médio em Recursos Pesqueiros, na Forma Subsequente [2012] -Campus Macau;Técnico Subsequente;Presencial;2012;1;1.20;SIM
398;Técnico de Nível Médio em Redes de Computadores, na Forma Subsequente [2012] - Campus Parnamirim;Técnico Subsequente;Presencial;2012;1;1.25;SIM
400;Técnico de Nível Médio em Redes de Computadores, na Forma Subsequente [2012] - Campus São Gonçalo do Amarante;Técnico Subsequente;Presencial;2012;1;1.25;SIM
390;Técnico de Nível Médio em Refrigeração e Climatização, na Forma Integrada, na Modalidade EJA (2012) - Campus Santa Cruz;Técnico Integrado EJA;Presencial;2012;1;1.27;SIM
383;Técnico de Nível Médio em Refrigeração e Climatização, na Forma Integrado (2012) - Campus Santa Cruz;Técnico Integrado;Presencial;2012;1;1.27;SIM
419;Técnico de Nível Médio em Refrigeração e Climatização, na Forma Subsequente [2012] - Campus Santa Cruz;Técnico Subsequente;Presencial;2012;1;1.27;SIM
480;Técnico de Nível Médio em Saneamento, na Forma Subsequente [2012] - Campus Mossoró;Técnico Subsequente;Presencial;2012;1;1.20;SIM
566;Técnico de Nível Médio em Secretaria Escolar Escolar, na Forma Subsequente [Profuncionario 2013] - Campus EaD (ETEC);Técnico Subsequente;EaD;2013;1;1.00;SIM
420;Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC);Técnico Subsequente;EaD;2012;1;1.11;SIM
411;Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central;Técnico Subsequente;Presencial;2012;1;1.11;SIM
652;Técnico de Nível Médio em Têxtil, na Forma Integrada (2013) - Campus Caicó;Técnico Integrado;Presencial;2013;1;1.27;SIM
506;Técnico de Nível Médio em Vestuário, na Forma Integrada (2012) - Campus Caicó;Técnico Integrado;Presencial;2012;1;1.27;SIM
393;Técnico de Nível Médio em Vestuário, na Forma Subsequente [2012] - Campus Caicó;Técnico Subsequente;Presencial;2012;1;1.27;SIM
385;Técnico de Nível Médio em Zootecnia, na Forma Integrada, na Modalidade EJA (2012) -  Campus Apodi;Técnico Integrado EJA;Presencial;2012;1;1.20;SIM
380;Técnico de Nível Médio em Zootecnia, na Forma Integrado (2012) - Campus Apodi;Técnico Integrado;Presencial;2012;1;1.20;SIM
401;Técnico de Nível Médio em Zootecnia, na Forma Subsequente [2012] - Campus Apodi;Técnico Subsequente;Presencial;2012;1;1.20;SIM
287;Técnico em Administração Subsequente (2011-2011) - Campus Nova Cruz;Técnico Subsequente;----;----;----;1.00;NAO
97;Técnico em Agroecologia Integrado (2007-2011) - Campus Ipanguaçu;Técnico Integrado;----;----;----;1.00;NAO
96;Técnico em Agroecologia Integrado EJA (2006-2011) - Campus Ipanguaçu;Técnico Integrado EJA;----;----;----;1.00;NAO
88;Técnico em Alimentos Integrado (2005-2011) - Campus Currais Novos;Técnico Integrado;----;----;----;1.00;NAO
237;Técnico em Alimentos Integrado (2010-2011) - Campus Pau dos Ferros;Técnico Integrado;----;----;----;1.00;NAO
194;Técnico em Alimentos Integrado EJA (2009) -  Campus Pau dos Ferros;Técnico Integrado EJA;----;----;----;1.00;NAO
86;Técnico em Alimentos Integrado EJA - Campus Currais Novos;Técnico Integrado EJA;----;----;----;1.00;NAO
209;Técnico em Alimentos Subsequente (2009) - Campus Pau dos Ferros;Técnico Subsequente;----;----;----;1.00;NAO
87;Técnico em Alimentos Subsequente - Campus Currais Novos;Técnico Subsequente;----;----;----;1.00;NAO
228;Técnico em Biocombustíveis Integrado (2010-2011) - Campus Apodi;Técnico Integrado;----;----;----;1.00;NAO
202;Técnico em Biocombustíveis Subsequente (2009-2011) - Campus Apodi;Técnico Subsequente;----;----;----;1.00;NAO
126;Técnico em Comércio Integrado (2009-2011) - Campus Zona Norte;Técnico Integrado;----;----;----;1.00;NAO
116;Técnico em Comércio Integrado EJA - Campus Zona Norte;Técnico Integrado EJA;Presencial;2008;1;1.01;SIM
118;Técnico em Comércio Subsequente (2008) - Campus Zona Norte;Técnico Subsequente;----;----;----;1.00;NAO
132;Técnico em Construção Civil Concomitante - Campus Mossoró;----;----;----;----;1.00;NAO
2;Técnico em Construção Civil Integrado - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
8;Técnico em Construção Civil Integrado [1995] - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
9;Técnico em Construção Predial - Câmpus Natal Central;----;----;----;----;1.00;NAO
138;Técnico em Construção Predial Subsequente - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
653;Técnico em Construção Predial Subsequente / CONPRED - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
66;Técnico em Controle Ambiental Integrado (2005-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
68;Técnico em Controle Ambiental Integrado EJA (2006) - Câmpus Natal Central;Técnico Integrado EJA;----;----;----;1.00;NAO
24;Técnico em Controle Ambiental Subsequente (2001-2011)- Campus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
232;Técnico em Cooperativismo Integrado (2010-2011) - Campus João Câmara;Técnico Integrado;----;----;----;1.00;NAO
191;Técnico em Cooperativismo Integrado EJA (2009-2011) - Campus João Câmara;Técnico Integrado EJA;----;----;----;1.00;NAO
205;Técnico em Cooperativismo Subsequente (2009) - Campus João Câmara;Técnico Subsequente;----;----;----;1.00;NAO
10;Técnico em Desenho de Projetos de Edificações Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
29;Técnico em Desenvolvimento Web Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
75;Técnico em Desenvolvimento de Sistemas para Internet Subsequente (2006) - Campus Central;Técnico Subsequente;----;----;----;1.00;NAO
146;Técnico em Desenvolvimento de Software Subsequente - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
27;Técnico em Desenvolvimento de Software Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
149;Técnico em Edificações Integrado (2005-2011) - Campus Mossoró;Técnico Integrado;Presencial;2006;1;1.00;NAO
58;Técnico em Edificações Integrado (2005-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
150;Técnico em Edificações Integrado EJA - Campus Mossoró;Técnico Integrado EJA;Presencial;2006;1;1.30;SIM
60;Técnico em Edificações Subsequente (2005-2011) - Campus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
139;Técnico em Edificações Subsequente [até 2011] - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
133;Técnico em Eletromecânica Integrado - Campus Mossoró;Técnico Integrado;----;----;----;1.00;NAO
16;Técnico em Eletromecânica Integrado - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
3;Técnico em Eletromecânica Integrado [1996-2001] - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
105;Técnico em Eletromecânica Subsequente EaD - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
91;Técnico em Eletrotécnica Integrado (2005) - Campus Zona Norte;Técnico Integrado;----;----;----;1.00;NAO
152;Técnico em Eletrotécnica Integrado (2005-2011) - Campus Mossoró;Técnico Integrado;----;----;----;1.00;NAO
61;Técnico em Eletrotécnica Integrado (2005-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
239;Técnico em Eletrotécnica Integrado (2010-2011) - Campus Caicó;Técnico Integrado;----;----;----;1.00;NAO
65;Técnico em Eletrotécnica Integrado EJA (2007) - Campus Zona Norte;Técnico Integrado EJA;----;----;----;1.00;NAO
189;Técnico em Eletrotécnica Integrado EJA (2009) - Campus Caico;Técnico Integrado EJA;----;----;----;1.00;NAO
204;Técnico em Eletrotécnica Subsequente (2009-2011) -  Campus Caicó;Técnico Subsequente;----;----;----;1.00;NAO
136;Técnico em Eletrotécnica Subsequente [2001-2011] - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
17;Técnico em Eletrotécnica Subsequente [2001-2011] - Campus Natal-Central;Técnico Subsequente;----;----;----;1.00;NAO
137;Técnico em Eletrotécnica Subsequente [2003-2003] - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
125;Técnico em Eletrônica Integrado (2008-2011) - Campus Zona Norte;Técnico Integrado;Presencial;2008;1;1.27;SIM
128;Técnico em Eletrônica Subsequente [até 2011] - Campus Zona Norte;Técnico Subsequente;----;----;----;1.00;NAO
286;Técnico em Estradas Subsequente (2011-2011) - Campus Central;Técnico Subsequente;----;----;----;1.00;NAO
231;Técnico em Geologia Integrado (2010-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
243;Técnico em Geologia Subsequente (2010-2011) - Campus Natal-Central;Técnico Subsequente;----;----;----;1.00;NAO
67;Técnico em Geologia e Mineração Integrado (2005) - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
22;Técnico em Geologia e Mineração Integrado [1995] - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
4;Técnico em Geologia e Mineração Integrado [1996-2003] - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
23;Técnico em Geologia e Mineração Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
37;Técnico em Gerência de Alimentos e Bebidas Subsequente (1998) - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
78;Técnico em Guia de Turismo Integrado (2005) - Campus Cidade Alta;Técnico Integrado;----;----;----;1.00;NAO
33;Técnico em Guia de Turismo Subsequente (2003-2011) - Campus Cidade Alta;Técnico Subsequente;----;----;----;1.00;NAO
129;Técnico em Guia de Turismo Subsequente EaD [até 2011] - Campus EaD (ETEC);Técnico Subsequente;----;----;----;1.00;NAO
34;Técnico em Hotelaria Subsequente (2003) - Campus Cidade Alta;Técnico Subsequente;----;----;----;1.00;NAO
144;Técnico em Informática Indústrial Subsequente - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
90;Técnico em Informática Integrado (2005-2011) - Campus Currais Novos;Técnico Integrado;----;----;----;1.00;NAO
155;Técnico em Informática Integrado (2005-2011) - Campus Mossoró;Técnico Integrado;----;----;----;1.00;NAO
70;Técnico em Informática Integrado (2005-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
92;Técnico em Informática Integrado (2005-2011) - Campus Zona Norte;Técnico Integrado;Presencial;2006;1;1.25;SIM
98;Técnico em Informática Integrado (2005-2011] - Campus Ipanguaçu;Técnico Integrado;Presencial;2006;1;1.25;SIM
229;Técnico em Informática Integrado (2010-2011) - Campus Caicó;Técnico Integrado;----;----;----;1.00;NAO
233;Técnico em Informática Integrado (2010-2011) - Campus João Câmara;Técnico Integrado;Presencial;2006;1;1.25;SIM
234;Técnico em Informática Integrado (2010-2011) - Campus Pau dos Ferros;Técnico Integrado;----;----;----;1.00;NAO
235;Técnico em Informática Integrado (2010-2011) - Campus Santa Cruz;Técnico Integrado;----;----;----;1.00;NAO
270;Técnico em Informática Integrado (2011-2011) - Campus Apodi;Técnico Integrado;----;----;----;1.00;NAO
94;Técnico em Informática Integrado EJA (2006) - Campus Zona Norte;Técnico Integrado EJA;----;----;----;1.00;NAO
119;Técnico em Informática Integrado EJA (2008) - Campus Currais Novos;Técnico Integrado EJA;----;----;----;1.00;NAO
188;Técnico em Informática Integrado EJA (2009) - Campus Caicó;Técnico Integrado EJA;----;----;----;1.00;NAO
190;Técnico em Informática Integrado EJA (2009) - Campus João Câmara;Técnico Integrado EJA;----;----;----;1.00;NAO
195;Técnico em Informática Integrado EJA (2009) - Campus Pau dos Ferros;Técnico Integrado EJA;----;----;----;1.00;NAO
179;Técnico em Informática Integrado EJA (2009) - Campus Santa Cruz;Técnico Integrado EJA;----;----;----;1.00;NAO
25;Técnico em Informática Integrado [1995-2001] - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
5;Técnico em Informática Integrado [1998] - Câmpus Natal Central;Técnico Integrado;----;----;----;1.00;NAO
99;Técnico em Informática Subsequente (2006) - Campus Ipanguaçu;Técnico Subsequente;----;----;----;1.00;NAO
131;Técnico em Informática Subsequente (2006) - Campus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
95;Técnico em Informática Subsequente (2006) - Campus Zona Norte;Técnico Subsequente;----;----;----;1.00;NAO
203;Técnico em Informática Subsequente (2009) - Campus Caicó;Técnico Subsequente;----;----;----;1.00;NAO
206;Técnico em Informática Subsequente (2009-2011) - Campus João Câmara;Técnico Subsequente;----;----;----;1.00;NAO
210;Técnico em Informática Subsequente (2009-2011) - Campus Pau dos Ferros;Técnico Subsequente;----;----;----;1.00;NAO
186;Técnico em Informática Subsequente (2009-2011) - Campus Santa Cruz;Técnico Subsequente;----;----;----;1.00;NAO
260;Técnico em Informática Subsequente (2010-2011) - Campus Nova Cruz;Técnico Subsequente;----;----;----;1.00;NAO
258;Técnico em Informática Subsequente (2010-2011) - Campus Parnamirim;Técnico Subsequente;----;----;----;1.00;NAO
89;Técnico em Informática Subsequente [2006-2008] - Campus Currais Novos;Técnico Subsequente;----;----;----;1.00;NAO
176;Técnico em Informática Subsequente [2009-2011] - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
35;Técnico em Lazer e Qualidade de Vida Subsequente (2001) - Campus Cidade Alta;Técnico Subsequente;----;----;----;1.00;NAO
26;Técnico em Manutenção de Equipamentos de Informática Subsequente [2001-2004] - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
77;Técnico em Manutenção e Suporte em Informática Integrado EJA (2007) - Campus Zona Norte;Técnico Integrado EJA;----;----;----;1.00;NAO
177;Técnico em Manutenção e Suporte em Informática Integrado EJA (2009-2011) - Campus Ipanguaçu;Técnico Integrado EJA;----;----;----;1.00;NAO
241;Técnico em Manutenção e Suporte em Informática Integrado EJA (2010) - Campus Currais Novos;Técnico Integrado EJA;----;----;----;1.00;NAO
288;Técnico em Manutenção e Suporte em Informática Integrado EJA (até 2011) - Campus Santa Cruz;Técnico Integrado EJA;Presencial;2011;1;1.25;SIM
71;Técnico em Manutenção e Suporte em Informática Subsequente (2005) - Campus Natal-Central;Técnico Subsequente;----;----;----;1.00;NAO
93;Técnico em Manutenção e Suporte em Informática Subsequente (2006-2011) - Campus Zona Norte;Técnico Subsequente;----;----;----;1.00;NAO
76;Técnico em Manutenção e Suporte em Informática Subsequente - Campus Natal-Central;Técnico Subsequente;----;----;----;1.00;NAO
19;Técnico em Manutenção na Indústria do Petróleo Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
153;Técnico em Mecânica Integrado (2005-2011) - Campus Mossoró;Técnico Integrado;----;----;----;1.00;NAO
62;Técnico em Mecânica Integrado (2005-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
135;Técnico em Mecânica Subsequente - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
18;Técnico em Mecânica Subsequente [até 2011] - Campus Natal -Central;Técnico Subsequente;----;----;----;1.00;NAO
134;Técnico em Mecânica Subsequente [até 2011]- Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
230;Técnico em Mineração Integrado (2010-2011) - Campus Natal-Central;Técnico Integrado;----;----;----;1.00;NAO
242;Técnico em Mineração Subsequente (2010) - Campus Natal-Central;Técnico Subsequente;----;----;----;1.00;NAO
104;Técnico em Mineração Subsequente - EaD - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
20;Técnico em Operação da Produção do Petróleo Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
141;Técnico em Operação e Manutenção da Produção de Petróleo e Gás Natural Subsequente - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
142;Técnico em Operação na Produção de Petróleo Subsequente - Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
21;Técnico em Petróleo e Gás Subsequente (2005-2011) - Campus Natal-Central;Técnico Subsequente;----;----;----;1.00;NAO
175;Técnico em Petróleo e Gás Subsequente [até 2011]- Campus Mossoró;Técnico Subsequente;----;----;----;1.00;NAO
28;Técnico em Projeto e Administração de Redes de Computadores Subsequente - Câmpus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
240;Técnico em Química Integrado (2010-2011) - Campus Macau;Técnico Integrado;----;----;----;1.00;NAO
193;Técnico em Química Integrado EJA (2009) - Campus Macau;Técnico Integrado EJA;----;----;----;1.00;NAO
208;Técnico em Química Subsequente (2009-2011) - Campus Macau;Técnico Subsequente;----;----;----;1.00;NAO
238;Técnico em Recursos Pesqueiros Integrado (2010-2011) - Campus Macau;Técnico Integrado;----;----;----;1.00;NAO
192;Técnico em Recursos Pesqueiros Integrado EJA (2009-2011) - Campus Macau;Técnico Integrado EJA;----;----;----;1.00;NAO
207;Técnico em Recursos Pesqueiros Subsequente (2009-2011) -  Campus Macau;Técnico Subsequente;----;----;----;1.00;NAO
72;Técnico em Redes de Computadores Subsequente (2005) - Campus Natal Central;Técnico Subsequente;----;----;----;1.00;NAO
269;Técnico em Redes de Computadores Subsequente (2011) - Campus Parnamirim;Técnico Subsequente;----;----;----;1.00;NAO
292;Técnico em Redes de Computadores Subsequente (2011-2011) - Campus São Gonçalo do Amarante;Técnico Subsequente;----;----;----;1.00;NAO
